user_email,role,page_viewed,card_interacted,view_date,session_duration_seconds
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Facility Mix Trend,2026-03-30,306
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-30,306
analyst.ophtho@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-30,306
analyst.ent@company.com,specialty_analyst,Procedure Detail,Outlier Procedures,2026-03-30,204
analyst.ent@company.com,specialty_analyst,Procedure Detail,Metric Comparison,2026-03-30,204
analyst.ent@company.com,specialty_analyst,Procedure Detail,Payment vs Benchmark,2026-03-30,204
analyst.ent@company.com,specialty_analyst,PDP Governance,Verify Checks,2026-03-30,250
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-30,330
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-30,330
sales.northeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-30,330
sales.northeast@company.com,regional_sales,Market Intelligence,Territory Map,2026-03-30,376
sales.northeast@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-30,376
sales.northeast@company.com,regional_sales,Market Intelligence,Compression Drivers,2026-03-30,376
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Territory Alignment,2026-03-30,593
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Market-Validated Pipeline,2026-03-30,593
sales.southeast@company.com,regional_sales,Pipeline Intelligence,Pipeline by Specialty,2026-03-30,593
sales.southeast@company.com,regional_sales,Market Intelligence,Pressure Index Ranking,2026-03-30,283
sales.southeast@company.com,regional_sales,Market Intelligence,Compression Trend,2026-03-30,283
